question,answer
سؤال 442--, اگر زن تكبيرة الاحرام يا قرائت را در نماز طواف بلند بگويد به طوري كه نامحرم بشنود جايز است يا خير؟ و بر فرض عدم جواز آيا اعاده لازم است؟جواب:
سؤال 443--, در مقام ابراهيم (عليه السلام) به واسطه ازدحام ممكن نمي شود كه در موقع نماز طواف مردها و زنها طوري بايستند كه محاذي هم نباشند، يا زن جلوتر از مرد مشغول نماز نباشد، آيا در اين صورت نماز آنها صحيح است؟جواب:
سؤال 444--, شخصي در سعي صفا و مروه بعد از چند روز، قبل از احرام دوّم متوجّه شده سعي را از مروه شروع و در صفا ختم كرده، آيا اعاده سعي لازم است؟جواب:
سؤال 445--, شخصي در سعي صفا و مروه، در صفا متوجّه شد دور هشتم است، وظيفه او چيست؟ آيا غير از اين سعي صفا و مروه، سعي صفا و مروه مستحبّي نيز داريم؟جواب:
سؤال 446--, در اثر تعميرات فعلي آخر كوه صفا و مروه معلوم نيست، كاركنان مسجد الحرام با گرفتن حقّ الزّحمه از حجّاج پير و مريض آنها را با چرخ سعي مي دهند و زودتر از دور حجّاج، با چرخ دور مي زنند، تكليف آنها چيست؟جواب:
سؤال 447--, حكم شك در تعداد دورهاي سعي چيست، آيا بنا را بر كمتر بگذارد يا بيشتر؟جواب:
سؤال 448--, وظيفه كسي كه سعي را از مروه آغاز كرده است چيست؟جواب:
سؤال 449--, شخصي بعد از احرام حج در عرفات يقين كرده در عمره تقصير نكرده است، چه كند؟جواب:
سؤال 450--, آيا احرام بستن در حجّ تمتّع بايد در مكّه قديم باشد يا در هر كجاي مكّه باشد اشكالي ندارد؟جواب:
سؤال 451--, آيا از محلّات جديد الإحداث مكّه مثل محلّات قديم، بستن احرام حجّ جايز است؟جواب:
سؤال 452--, رمي جمرات در طبقه فوقاني چه حكمي دارد؟جواب:
سؤال 453--, آيا در رمي جمرات مي توان به نيابت از افرادي كه سالم هستند عمل رمي را انجام داد؟جواب:
سؤال 454--, آيا خانمها براي اينكه بدنشان با نامحرم برخورد نكند مي توانند در رمي جمرات مردان را نايب كنند؟جواب:
سؤال 455--, براي امثال من رمي جمرات در روز مقدور نيست، آيا در شب مي توانيم رمي جمرات كنيم و در صورت مثبت بودن، آيا همراهان من هم مي توانند در شب رمي جمرات كنند؟جواب:
سؤال 456--, آيا رمي به غير از دست مثل رمي با دهان و پا و يا سنگ قلاب و مانند اينها جايز است؟جواب:
سؤال 457--, آيا حاجي مي تواند به جاي قرباني كردن، در صورت نابود شدن گوشت آن توسط بولدوزر در قربانگاه، پول آن را براي اماكن خيريّه در نظر گيرد؟جواب:
سؤال 458--, در چه صورتي حاجي موظّف است در وطنش قرباني كند؟جواب:
سؤال 459--, محل توزيع گوشت در مكّه مكرّمه حدود يك كيلومتر بعد از مسجد تنعيم قرار دارد با توجّه به اينكه عوامل خدماتي مجبورند براي گرفتن سهميه كاروان به آن محل تردد كنند، آيا به عمره تمتّع يا حجّ واجب آنها اشكالي وارد مي شود؟ حكم مسأله در خصوص كساني كه حجّ مستحبّي يا نيابتي بجا مي آورند چگونه است؟جواب:
سؤال 460--, در مني فقير نيست به مجرّد ذبح قرباني مأمورين گوشت قرباني را از بين مي برند يا تلف مي شود آيا لازم است قبل از سفر از يك نفر فقير وكالت بگيريم وبعد از ذبح از سهم او مثل سهم خودمان اعراض كنيم يا لازم نيست؟جواب:
سؤال 461--, دولت سعودي چندين محلّ ذبح، در خارجاز مني تعيين كرده، وظيفه حجّاج را بيان فرماييد؟جواب:
سؤال 462--, اگر كسي به قصد ما في الذّمه در ماه ذي الحجّه در وطن خود قرباني كند آيا پوست و روده آن بايد تماماً به فقير داده شود يا ممكن است يك سوّم آن به فقير داده شود و دو سوّم ديگر به عنوان سهم دوستان و خودش صرف شود و اگر خلاف عمل شده باشد آيا قيمت روز كشتن گوسفند را بدهكار است يا موقع اداي دين؟جواب:
سؤال 463--, افراد پير و داراي عذر را بعد از نيمه شب دوازدهم از مني به جمراتآورده، اعمال فردا را انجام مي دهند و سپس به مكّه برده شده و اعمال بعدي را همان شب انجام مي دهند و غير داراي عذر نيز چنين كرده اند جز انجام رمي جمرات كه فردا براي انجام آن بازگشته اند، آيا اعمال آنها درست است؟جواب:
سؤال 464--, آيا حجّاج مي توانند شب دوازدهم، بعد از نيمه شب شرعي به مكّه بيايند و عصر روز دوازدهم فقط براي رمي جمرات بهمني برگردند و عمل خويش را انجام دهند؟جواب:
سؤال 465--, آيا زنها مي توانند شب دوازدهم رمي جمرات نمايند و همان شب به مكّه بروند و ديگر به مني برنگردند يا بايد مانند مردان تا ظهر در مني بمانند؟جواب:
سؤال 466--, شب عيد كاركنان كاروانها بعد از نصف شب با خانمها به مني مي روند و دوباره به مشعر بازنمي گردند، آيا كفّاره دارد و حجّشان صحيح است؟جواب:
سؤال 467--, در اثر كثرت حجّاج چادرهاي بعضي از حجّاج را خارج از مني نصب مي كنند تكليف چيست؟جواب:
سؤال 468--, در شب عيد بعد از نيمه شب زنان را به مني مي برند، آيا مردي كه با زنش در آن گروه است مي تواند با زنش به مني برود؟جواب:
سؤال 469--, كسي كه نيمه اوّل شب را در خارج از مني بيتوته كرده است، آيا جايز است كه به مسجد الحرام برود و نيمه دوّم شب را آنجا بيتوته كند بدون اينكه به مني جهت بيتوته برگردد؟جواب:
